ID,COGNOME,NOME_COMPLETO,RUOLO,VALORE,SQUADRA,NAZIONALITA,CAMPIONCINO
6227,Okafor,Noah Okafor,A,4,Milan,Svizzera;Nigeria,https://content.fantacalcio.it/web/campioncini/20/card/6227.png?v=341
7008,Gimenez,Santiago Gimenez,A,24,Milan,Messico;Italia,https://content.fantacalcio.it/web/campioncini/20/card/7008.png?v=341
2845,Contini,Nikita Contini,P,1,Napoli,Italia;Ucraina,https://content.fantacalcio.it/web/campioncini/20/card/2845.png?v=341
572,Meret,Alex Meret,P,16,Napoli,Italia,https://content.fantacalcio.it/web/campioncini/20/card/572.png?v=341
2170,Milinkovic-Savic V.,Vanja Milinkovic-Savic,P,4,Napoli,Serbia;Spagna,https://content.fantacalcio.it/web/campioncini/20/card/2170.png?v=341
6202,Beukema,Sam Beukema,D,10,Napoli,Olanda,https://content.fantacalcio.it/web/campioncini/20/card/6202.png?v=341
2724,Buongiorno,Alessandro Buongiorno,D,13,Napoli,Italia,https://content.fantacalcio.it/web/campioncini/20/card/2724.png?v=341
6809,Marianucci,Luca Marianucci,D,3,Napoli,Italia,https://content.fantacalcio.it/web/campioncini/20/card/6809.png?v=341
4409,Rrahmani,Amir Rrahmani,D,11,Napoli,Kosovo;Albania,https://content.fantacalcio.it/web/campioncini/20/card/4409.png?v=341
256,Juan Jesus,Juan Jesus,D,4,Napoli,Brasile;Italia,https://content.fantacalcio.it/web/campioncini/20/card/256.png?v=341
2816,Di Lorenzo,Giovanni Di Lorenzo,D,14,Napoli,Italia,https://content.fantacalcio.it/web/campioncini/20/card/2816.png?v=341
5527,Zanoli,Alessandro Zanoli,D,3,Napoli,Italia,https://content.fantacalcio.it/web/campioncini/20/card/5527.png?v=341
5840,Olivera,Mathias Olivera,D,10,Napoli,Uruguay;Spagna,https://content.fantacalcio.it/web/campioncini/20/card/5840.png?v=341
1852,Spinazzola,Leonardo Spinazzola,D,7,Napoli,Italia,https://content.fantacalcio.it/web/campioncini/20/card/1852.png?v=341
5481,Mazzocchi,Pasquale Mazzocchi,D,3,Napoli,Italia,https://content.fantacalcio.it/web/campioncini/20/card/5481.png?v=341
5998,Zerbin,Alessio Zerbin,C,4,Cremonese,Italia,https://content.fantacalcio.it/web/campioncini/20/card/5998.png?v=341
5131,Gilmour,Billy Gilmour,C,7,Napoli,Scozia,https://content.fantacalcio.it/web/campioncini/20/card/5131.png?v=341
4287,Lobotka,Stanislav Lobotka,C,9,Napoli,Slovacchia,https://content.fantacalcio.it/web/campioncini/20/card/4287.png?v=341
4220,Zambo Anguissa,Andrè Zambo Anguissa,C,15,Napoli,Camerun,https://content.fantacalcio.it/web/campioncini/20/card/4220.png?v=341
4777,McTominay,Scott McTominay,C,27,Napoli,Scozia;Inghilterra,https://content.fantacalcio.it/web/campioncini/20/card/4777.png?v=341
536,Politano,Matteo Politano,C,16,Napoli,Italia,https://content.fantacalcio.it/web/campioncini/20/card/536.png?v=341
2517,De Bruyne,Kevin De Bruyne,C,24,Napoli,Belgio,https://content.fantacalcio.it/web/campioncini/20/card/2517.png?v=341
6831,Neres,David Neres,C,13,Napoli,Brasile,https://content.fantacalcio.it/web/campioncini/20/card/6831.png?v=341
7120,Lang,Noa Lang,A,19,Napoli,Olanda;Suriname,https://content.fantacalcio.it/web/campioncini/20/card/7120.png?v=341
4371,Raspadori,Giacomo Raspadori,A,13,Napoli,Italia,https://content.fantacalcio.it/web/campioncini/20/card/4371.png?v=341
6215,Lucca,Lorenzo Lucca,A,14,Napoli,Italia,https://content.fantacalcio.it/web/campioncini/20/card/6215.png?v=341
2531,Lukaku,Romelu Lukaku,A,30,Napoli,Belgio;Repubblica Democratica del Congo,https://content.fantacalcio.it/web/campioncini/20/card/2531.png?v=341
2061,Simeone,Giovanni Simeone,A,8,Torino,Argentina;Spagna,https://content.fantacalcio.it/web/campioncini/20/card/2061.png?v=341
6662,Corvi,Edoardo Corvi,P,1,Parma,Italia,https://content.fantacalcio.it/web/campioncini/20/card/6662.png?v=341
5338,Rinaldi,Filippo Rinaldi,P,1,Parma,Italia,https://content.fantacalcio.it/web/campioncini/20/card/5338.png?v=341
6641,Suzuki,Zion Suzuki,P,7,Parma,Giappone,https://content.fantacalcio.it/web/campioncini/20/card/6641.png?v=341
5353,Balogh,Botond Balogh,D,3,Parma,Ungheria,https://content.fantacalcio.it/web/campioncini/20/card/5353.png?v=341
6663,Circati,Alessandro Circati,D,5,Parma,Australia;Italia,https://content.fantacalcio.it/web/campioncini/20/card/6663.png?v=341
6887,Leoni,Giovanni Leoni,D,7,Parma,Italia,https://content.fantacalcio.it/web/campioncini/20/card/6887.png?v=341
5307,Valenti,Lautaro Valenti,D,4,Parma,Argentina,https://content.fantacalcio.it/web/campioncini/20/card/5307.png?v=341
6664,Delprato,Enrico Delprato,D,8,Parma,Italia,https://content.fantacalcio.it/web/campioncini/20/card/6664.png?v=341
6821,Hainaut,Antoine Hainaut,D,2,Parma,Francia,https://content.fantacalcio.it/web/campioncini/20/card/6821.png?v=341
6965,Lovik,Mathias Fjortoft Lovik,D,3,Parma,Norvegia,https://content.fantacalcio.it/web/campioncini/20/card/6965.png?v=341
5862,Valeri,Emanuele Valeri,D,10,Parma,Italia,https://content.fantacalcio.it/web/campioncini/20/card/5862.png?v=341
5290,Estevez,Nahuel Estevez,C,2,Parma,Argentina,https://content.fantacalcio.it/web/campioncini/20/card/5290.png?v=341
6898,Keita M.,Mandela Keita,C,6,Parma,Belgio;Guinea,https://content.fantacalcio.it/web/campioncini/20/card/6898.png?v=341
7138,Ordonez C.,Christian Ordonez,C,5,Parma,Argentina,https://content.fantacalcio.it/web/campioncini/20/card/7138.png?v=341
6666,Bernabè,Adrian Bernabè,C,11,Parma,Spagna,https://content.fantacalcio.it/web/campioncini/20/card/6666.png?v=341
4423,Hernani,Hernani,C,7,Parma,Brasile,https://content.fantacalcio.it/web/campioncini/20/card/4423.png?v=341
5319,Sohm,Simon Sohm,C,12,Fiorentina,Svizzera;Nigeria,https://content.fantacalcio.it/web/campioncini/20/card/5319.png?v=341
5393,Man,Dennis Man,C,11,Parma,Romania,https://content.fantacalcio.it/web/campioncini/20/card/5393.png?v=341
6984,Ondrejka,Jacob Ondrejka,C,13,Parma,Svezia,https://content.fantacalcio.it/web/campioncini/20/card/6984.png?v=341
6207,Almqvist,Pontus Almqvist,A,4,Parma,Svezia,https://content.fantacalcio.it/web/campioncini/20/card/6207.png?v=341
6667,Benedyczak,Adrian Benedyczak,A,1,Parma,Polonia,https://content.fantacalcio.it/web/campioncini/20/card/6667.png?v=341
5471,Djuric,Milan Djuric,A,9,Parma,Bosnia Erzegovina;Italia,https://content.fantacalcio.it/web/campioncini/20/card/5471.png?v=341
7023,Pellegrino M.,Mateo Pellegrino,A,13,Parma,Argentina;Spagna,https://content.fantacalcio.it/web/campioncini/20/card/7023.png?v=341
2271,Nicolas,Nicolas David Andrade,P,1,Pisa,Brasile;Italia,https://content.fantacalcio.it/web/campioncini/20/card/2271.png?v=341
574,Scuffet,Simone Scuffet,P,3,Pisa,Italia,https://content.fantacalcio.it/web/campioncini/20/card/574.png?v=341
2861,Semper,Adrian Semper,P,4,Pisa,Croazia,https://content.fantacalcio.it/web/campioncini/20/card/2861.png?v=341
7139,Canestrelli,Simone Canestrelli,D,4,Pisa,Italia,https://content.fantacalcio.it/web/campioncini/20/card/7139.png?v=341
2273,Caracciolo A.,Antonio Caracciolo,D,5,Pisa,Italia,https://content.fantacalcio.it/web/campioncini/20/card/2273.png?v=341
7140,Coppola F.,Francesco Coppola,D,1,Pisa,Italia;Cuba,https://content.fantacalcio.it/web/campioncini/20/card/7140.png?v=341
6411,Mateus Lusuardi,Mateus Lusuardi,D,4,Pisa,Brasile,https://content.fantacalcio.it/web/campioncini/20/card/6411.png?v=341
7170,Mbambi,Jeremy Kandje Mbambi,D,1,Pisa,Belgio,https://content.fantacalcio.it/web/campioncini/20/card/7170.png?v=341
7141,Rus,Adrian Rus,D,2,Pisa,Romania;Ungheria,https://content.fantacalcio.it/web/campioncini/20/card/7141.png?v=341
2745,Calabresi,Arturo Calabresi,D,4,Pisa,Italia,https://content.fantacalcio.it/web/campioncini/20/card/2745.png?v=341
7142,Esteves T.,Tomas Esteves,D,1,Pisa,Portogallo,https://content.fantacalcio.it/web/campioncini/20/card/7142.png?v=341
7143,Angori,Samuele Angori,D,6,Pisa,Italia,https://content.fantacalcio.it/web/campioncini/20/card/7143.png?v=341
7145,Piccinini G.,Gabriele Piccinini,C,6,Pisa,Italia,https://content.fantacalcio.it/web/campioncini/20/card/7145.png?v=341
7146,Tourè I.,Idrissa Tourè,C,7,Pisa,Germania;Guinea,https://content.fantacalcio.it/web/campioncini/20/card/7146.png?v=341
7147,Hojholt,Malthe Hojholt,C,1,Pisa,Danimarca,https://content.fantacalcio.it/web/campioncini/20/card/7147.png?v=341
7149,Marin M.,Marius Marin,C,6,Pisa,Romania,https://content.fantacalcio.it/web/campioncini/20/card/7149.png?v=341
7150,Vural,Isak Vural,C,3,Pisa,Turchia;Svezia,https://content.fantacalcio.it/web/campioncini/20/card/7150.png?v=341
6593,Akinsanmiro,Ebenezer Akinsanmiro,C,4,Pisa,Nigeria,https://content.fantacalcio.it/web/campioncini/20/card/6593.png?v=341
2334,Leris,Mehdi Leris,C,2,Pisa,Francia;Algeria,https://content.fantacalcio.it/web/campioncini/20/card/2334.png?v=341
7151,Arena,Alessandro Arena,C,1,Pisa,Italia,https://content.fantacalcio.it/web/campioncini/20/card/7151.png?v=341
5318,Tramoni M.,Matteo Tramoni,C,12,Pisa,Francia,https://content.fantacalcio.it/web/campioncini/20/card/5318.png?v=341
7171,Buffon L.,Louis Buffon,A,1,Pisa,Italia;Repubblica Ceca,https://content.fantacalcio.it/web/campioncini/20/card/7171.png?v=341
5455,Moreo,Stefano Moreo,A,6,Pisa,Italia,https://content.fantacalcio.it/web/campioncini/20/card/5455.png?v=341
7152,Bonfanti N.,Nicholas Bonfanti,A,1,Pisa,Italia,https://content.fantacalcio.it/web/campioncini/20/card/7152.png?v=341
7153,Lind,Alexander Lind,A,4,Pisa,Danimarca,https://content.fantacalcio.it/web/campioncini/20/card/7153.png?v=341
6836,Meister,Henrik Meister,A,3,Pisa,Danimarca,https://content.fantacalcio.it/web/campioncini/20/card/6836.png?v=341
7169,Zelezny,Radoslav Zelezny,P,1,Roma,Polonia,https://content.fantacalcio.it/web/campioncini/20/card/7169.png?v=341
610,Gollini,Pierluigi Gollini,P,1,Roma,Italia,https://content.fantacalcio.it/web/campioncini/20/card/610.png?v=341
5841,Svilar,Mile Svilar,P,15,Roma,Serbia;Belgio,https://content.fantacalcio.it/web/campioncini/20/card/5841.png?v=341
4807,Hermoso,Mario Hermoso,D,4,Roma,Spagna,https://content.fantacalcio.it/web/campioncini/20/card/4807.png?v=341
4495,Kumbulla,Marash Kumbulla,D,2,Roma,Albania;Italia,https://content.fantacalcio.it/web/campioncini/20/card/4495.png?v=341
2296,Mancini,Gianluca Mancini,D,11,Roma,Italia,https://content.fantacalcio.it/web/campioncini/20/card/2296.png?v=341
4317,N'Dicka,Evan N'Dicka,D,10,Roma,Francia;Camerun,https://content.fantacalcio.it/web/campioncini/20/card/4317.png?v=341
4657,Celik,Zeki Celik,D,7,Roma,Turchia,https://content.fantacalcio.it/web/campioncini/20/card/4657.png?v=341
6986,Rensch,Devyne Rensch,D,5,Roma,Olanda;Suriname,https://content.fantacalcio.it/web/campioncini/20/card/6986.png?v=341
6885,Abdulhamid,Saud Abdulhamid,D,1,Roma,Arabia Saudita,https://content.fantacalcio.it/web/campioncini/20/card/6885.png?v=341
7020,Salah-Eddine,Anass Salah-Eddine,D,4,Roma,Olanda;Marocco,https://content.fantacalcio.it/web/campioncini/20/card/7020.png?v=341
4772,Angelino,Angelino,D,15,Roma,Spagna,https://content.fantacalcio.it/web/campioncini/20/card/4772.png?v=341
7181,Wesley,Wesley,D,15,Roma,Brasile,https://content.fantacalcio.it/web/campioncini/20/card/7181.png?v=341
779,Cristante,Bryan Cristante,C,9,Roma,Italia;Canada,https://content.fantacalcio.it/web/campioncini/20/card/779.png?v=341
6271,El Aynaoui,Neil El Aynaoui,C,9,Roma,Francia;Marocco,https://content.fantacalcio.it/web/campioncini/20/card/6271.png?v=341
5589,Konè M.,Manu Kouadio Konè,C,14,Roma,Francia;Costa d''Avorio,https://content.fantacalcio.it/web/campioncini/20/card/5589.png?v=341
6190,Pisilli,Niccolò Pisilli,C,7,Roma,Italia,https://content.fantacalcio.it/web/campioncini/20/card/6190.png?v=341
530,Pellegrini Lo.,Lorenzo Pellegrini,C,11,Roma,Italia,https://content.fantacalcio.it/web/campioncini/20/card/530.png?v=341
795,El Shaarawy,Stephan El Shaarawy,C,8,Roma,Italia;Egitto,https://content.fantacalcio.it/web/campioncini/20/card/795.png?v=341
5823,Baldanzi,Tommaso Baldanzi,C,8,Roma,Italia,https://content.fantacalcio.it/web/campioncini/20/card/5823.png?v=341
5734,Soulè,Matias Soulè,A,19,Roma,Argentina;Italia,https://content.fantacalcio.it/web/campioncini/20/card/5734.png?v=341
309,Dybala,Paulo Dybala,A,26,Roma,Argentina;Italia,https://content.fantacalcio.it/web/campioncini/20/card/309.png?v=341
6675,Dovbyk,Artem Dovbyk,A,20,Roma,Ucraina,https://content.fantacalcio.it/web/campioncini/20/card/6675.png?v=341
6365,Ferguson E.,Evan Ferguson,A,19,Roma,Irlanda,https://content.fantacalcio.it/web/campioncini/20/card/6365.png?v=341
4518,Russo A.,Alessandro Russo,P,1,Sassuolo,Italia,https://content.fantacalcio.it/web/campioncini/20/card/4518.png?v=341
2127,Satalino,Giacomo Satalino,P,1,Sassuolo,Italia,https://content.fantacalcio.it/web/campioncini/20/card/2127.png?v=341
4867,Turati,Stefano Turati,P,7,Sassuolo,Italia,https://content.fantacalcio.it/web/campioncini/20/card/4867.png?v=341
7155,Muharemovic,Tarik Muharemovic,D,5,Sassuolo,Bosnia Erzegovina; Slovenia,https://content.fantacalcio.it/web/campioncini/20/card/7155.png?v=341
7154,Odenthal,Cas Odenthal,D,3,Sassuolo,Olanda,https://content.fantacalcio.it/web/campioncini/20/card/7154.png?v=341
2279,Romagna,Filippo Romagna,D,4,Sassuolo,Italia,https://content.fantacalcio.it/web/campioncini/20/card/2279.png?v=341
4374,Walukiewicz,Sebastian Walukiewicz,D,5,Sassuolo,Polonia,https://content.fantacalcio.it/web/campioncini/20/card/4374.png?v=341
6189,Missori,Filippo Missori,D,2,Sassuolo,Italia,https://content.fantacalcio.it/web/campioncini/20/card/6189.png?v=341
6431,Paz Y.,Yeferson Paz,D,1,Sassuolo,Colombia,https://content.fantacalcio.it/web/campioncini/20/card/6431.png?v=341
5851,Doig,Josh Doig,D,6,Sassuolo,Scozia,https://content.fantacalcio.it/web/campioncini/20/card/5851.png?v=341
7156,Pieragnolo,Edoardo Pieragnolo,D,2,Sassuolo,Italia,https://content.fantacalcio.it/web/campioncini/20/card/7156.png?v=341
6219,Boloca,Daniel Boloca,C,6,Sassuolo,Romania;Italia,https://content.fantacalcio.it/web/campioncini/20/card/6219.png?v=341
4930,Ghion,Andrea Ghion,C,4,Sassuolo,Italia,https://content.fantacalcio.it/web/campioncini/20/card/4930.png?v=341
6717,Konè I.,Ismael Konè,C,5,Sassuolo,Canada;Costa d''Avorio,https://content.fantacalcio.it/web/campioncini/20/card/6717.png?v=341
6246,Lipani,Luca Lipani,C,4,Sassuolo,Italia,https://content.fantacalcio.it/web/campioncini/20/card/6246.png?v=341
7157,Iannoni,Edoardo Iannoni,C,1,Sassuolo,Italia,https://content.fantacalcio.it/web/campioncini/20/card/7157.png?v=341
5844,Thorstvedt,Kristian Thorstvedt,C,8,Sassuolo,Norvegia,https://content.fantacalcio.it/web/campioncini/20/card/5844.png?v=341
6815,Fadera,Alieu Fadera,C,6,Sassuolo,Gambia,https://content.fantacalcio.it/web/campioncini/20/card/6815.png?v=341
5735,Volpato,Cristian Volpato,C,5,Sassuolo,Italia;Australia,https://content.fantacalcio.it/web/campioncini/20/card/5735.png?v=341
1842,Pierini,Nicholas Pierini,A,5,Sassuolo,Italia,https://content.fantacalcio.it/web/campioncini/20/card/1842.png?v=341
531,Berardi,Domenico Berardi,A,20,Sassuolo,Italia,https://content.fantacalcio.it/web/campioncini/20/card/531.png?v=341
6060,Laurientè,Armand Laurientè,A,15,Sassuolo,Francia;Guadalupa,https://content.fantacalcio.it/web/campioncini/20/card/6060.png?v=341
5845,Alvarez A.,Agustin Alvarez,A,2,Sassuolo,Uruguay,https://content.fantacalcio.it/web/campioncini/20/card/5845.png?v=341
7158,Moro L.,Luca Moro,A,1,Sassuolo,Italia,https://content.fantacalcio.it/web/campioncini/20/card/7158.png?v=341
6205,Mulattieri,Samuele Mulattieri,A,5,Sassuolo,Italia,https://content.fantacalcio.it/web/campioncini/20/card/6205.png?v=341
2038,Pinamonti,Andrea Pinamonti,A,15,Sassuolo,Italia,https://content.fantacalcio.it/web/campioncini/20/card/2038.png?v=341
7159,Skjellerup,Laurs Skjellerup,A,1,Sassuolo,Danimarca,https://content.fantacalcio.it/web/campioncini/20/card/7159.png?v=341
216,Donnarumma An.,Antonio Donnarumma,P,1,Torino,Italia,https://content.fantacalcio.it/web/campioncini/20/card/216.png?v=341
7179,Israel,Franco Israel,P,8,Torino,Uruguay;Italia,https://content.fantacalcio.it/web/campioncini/20/card/7179.png?v=341
5320,Paleari,Alberto Paleari,P,1,Torino,Italia,https://content.fantacalcio.it/web/campioncini/20/card/5320.png?v=341
6210,Popa,Mihai Popa,P,1,Torino,Romania,https://content.fantacalcio.it/web/campioncini/20/card/6210.png?v=341
6642,Coco,Saul Coco,D,8,Torino,Guinea Equatoriale;Spagna,https://content.fantacalcio.it/web/campioncini/20/card/6642.png?v=341
5010,Ismajli,Ardian Ismajli,D,8,Torino,Albania;Kosovo,https://content.fantacalcio.it/web/campioncini/20/card/5010.png?v=341
4665,Maripan,Guillermo Maripan,D,7,Torino,Cile,https://content.fantacalcio.it/web/campioncini/20/card/4665.png?v=341
6041,Schuurs,Perr Schuurs,D,3,Torino,Olanda,https://content.fantacalcio.it/web/campioncini/20/card/6041.png?v=341
49,Masina,Adam Masina,D,3,Torino,Italia;Marocco,https://content.fantacalcio.it/web/campioncini/20/card/49.png?v=341
6826,Dembelè A.,Ali Dembelè,D,1,Torino,Francia;Mali,https://content.fantacalcio.it/web/campioncini/20/card/6826.png?v=341
4385,Lazaro,Valentino Lazaro,D,7,Torino,Austria,https://content.fantacalcio.it/web/campioncini/20/card/4385.png?v=341
6426,Pedersen,Marcus Pedersen,D,4,Torino,Norvegia,https://content.fantacalcio.it/web/campioncini/20/card/6426.png?v=341
252,Biraghi,Cristiano Biraghi,D,8,Torino,Italia,https://content.fantacalcio.it/web/campioncini/20/card/252.png?v=341
4890,Tameze,Adrien Tameze,C,5,Torino,Francia;Camerun,https://content.fantacalcio.it/web/campioncini/20/card/4890.png?v=341
6170,Gineitis,Gvidas Gineitis,C,4,Torino,Lituania,https://content.fantacalcio.it/web/campioncini/20/card/6170.png?v=341
5007,Ilic,Ivan Ilic,C,7,Torino,Serbia,https://content.fantacalcio.it/web/campioncini/20/card/5007.png?v=341
5888,Casadei,Cesare Casadei,C,12,Torino,Italia,https://content.fantacalcio.it/web/campioncini/20/card/5888.png?v=341
6889,Anjorin,Faustino Anjorin,C,10,Torino,Inghilterra;Nigeria,https://content.fantacalcio.it/web/campioncini/20/card/6889.png?v=341
5687,Vlasic,Nikola Vlasic,C,15,Torino,Croazia,https://content.fantacalcio.it/web/campioncini/20/card/5687.png?v=341
6145,Ngonge,Cyril Ngonge,A,9,Torino,Belgio;Repubblica Democratica del Congo,https://content.fantacalcio.it/web/campioncini/20/card/6145.png?v=341
6646,Adams C.,Che Adams,A,14,Torino,Scozia;Inghilterra,https://content.fantacalcio.it/web/campioncini/20/card/6646.png?v=341
6827,Njie,Alieu Njie,A,1,Torino,Svezia:Gambia,https://content.fantacalcio.it/web/campioncini/20/card/6827.png?v=341
479,Sanabria,Antonio Sanabria,A,7,Cremonese,Paraguay;Spagna,https://content.fantacalcio.it/web/campioncini/20/card/479.png?v=341
608,Zapata D.,Duvan Zapata,A,20,Torino,Colombia,https://content.fantacalcio.it/web/campioncini/20/card/608.png?v=341
6462,Okoye,Maduka Okoye,P,6,Udinese,Nigeria;Germania,https://content.fantacalcio.it/web/campioncini/20/card/6462.png?v=341
543,Padelli,Daniele Padelli,P,1,Udinese,Italia,https://content.fantacalcio.it/web/campioncini/20/card/543.png?v=341
6842,Sava,Razvan Sava,P,4,Udinese,Romania,https://content.fantacalcio.it/web/campioncini/20/card/6842.png?v=341
5820,Bertola,Nicolò Bertola,D,6,Udinese,Italia,https://content.fantacalcio.it/web/campioncini/20/card/5820.png?v=341
6533,Giannetti L.,Lautaro Giannetti,D,3,Udinese,Argentina;Italia,https://content.fantacalcio.it/web/campioncini/20/card/6533.png?v=341
4263,Kabasele,Christian Kabasele,D,3,Udinese,Belgio;Repubblica Democratica del Congo,https://content.fantacalcio.it/web/campioncini/20/card/4263.png?v=341
6925,Palma,Matteo Palma,D,1,Udinese,Germania;Italia,https://content.fantacalcio.it/web/campioncini/20/card/6925.png?v=341
6956,Solet,Oumar Solet,D,11,Udinese,Francia;Repubblica Centrafricana,https://content.fantacalcio.it/web/campioncini/20/card/6956.png?v=341
6485,Kristensen T.,Thomas Kristensen,D,7,Udinese,Danimarca,https://content.fantacalcio.it/web/campioncini/20/card/6485.png?v=341
6047,Ehizibue,Kingsley Ehizibue,D,5,Udinese,Nigeria;Olanda,https://content.fantacalcio.it/web/campioncini/20/card/6047.png?v=341
5555,Kamara H.,Hassane Kamara,D,7,Udinese,Francia;Gambia,https://content.fantacalcio.it/web/campioncini/20/card/5555.png?v=341
6211,Zemura,Jordan Zemura,D,3,Udinese,Zimbabwe;Inghilterra,https://content.fantacalcio.it/web/campioncini/20/card/6211.png?v=341
6900,Rui Modesto,Rui Modesto,D,3,Udinese,Angola;Portogallo,https://content.fantacalcio.it/web/campioncini/20/card/6900.png?v=341
6680,Karlstrom,Jesper Karlstrom,C,6,Udinese,Svezia,https://content.fantacalcio.it/web/campioncini/20/card/6680.png?v=341
6212,Zarraga,Oier Zarraga,C,3,Udinese,Spagna,https://content.fantacalcio.it/web/campioncini/20/card/6212.png?v=341
6908,Atta,Arthur Atta,C,7,Udinese,Francia;Benin,https://content.fantacalcio.it/web/campioncini/20/card/6908.png?v=341
5850,Lovric,Sandi Lovric,C,10,Udinese,Slovenia;Austria,https://content.fantacalcio.it/web/campioncini/20/card/5850.png?v=341
6481,Payero,Martin Payero,C,4,Cremonese,Argentina;Italia,https://content.fantacalcio.it/web/campioncini/20/card/6481.png?v=341
6684,Ekkelenkamp,Jurgen Ekkelenkamp,C,10,Udinese,Olanda,https://content.fantacalcio.it/web/campioncini/20/card/6684.png?v=341
5824,Pafundi,Simone Pafundi,C,1,Udinese,Italia,https://content.fantacalcio.it/web/campioncini/20/card/5824.png?v=341
6653,Bravo,Iker Bravo,A,6,Udinese,Spagna,https://content.fantacalcio.it/web/campioncini/20/card/6653.png?v=341
6213,Brenner,Brenner,A,3,Udinese,Brasile,https://content.fantacalcio.it/web/campioncini/20/card/6213.png?v=341
2475,Sanchez,Alexis Sanchez,A,7,Udinese,Cile,https://content.fantacalcio.it/web/campioncini/20/card/2475.png?v=341
2369,Thauvin,Florian Thauvin,A,16,Udinese,Francia,https://content.fantacalcio.it/web/campioncini/20/card/2369.png?v=341
7161,Bayo V.,Vakoun Bayo,A,4,Udinese,Costa d''Avorio,https://content.fantacalcio.it/web/campioncini/20/card/7161.png?v=341
5637,Davis K.,Keinan Davis,A,11,Udinese,Inghilterra,https://content.fantacalcio.it/web/campioncini/20/card/5637.png?v=341
6635,Pizarro,Damian Pizarro,A,1,Udinese,Cile,https://content.fantacalcio.it/web/campioncini/20/card/6635.png?v=341
4957,Montipò,Lorenzo Montipò,P,5,Verona,Italia,https://content.fantacalcio.it/web/campioncini/20/card/4957.png?v=341
511,Perilli,Simone Perilli,P,1,Verona,Italia,https://content.fantacalcio.it/web/campioncini/20/card/511.png?v=341
6631,Ghilardi,Daniele Ghilardi,D,4,Roma,Italia,https://content.fantacalcio.it/web/campioncini/20/card/6631.png?v=341
7011,Slotsager,Tobias Slotsager,D,2,Verona,Danimarca,https://content.fantacalcio.it/web/campioncini/20/card/7011.png?v=341
6894,Unai Nunez,Unai Nunez,D,5,Verona,Spagna,https://content.fantacalcio.it/web/campioncini/20/card/6894.png?v=341
6957,Valentini N.,Nicolas Valentini,D,4,Verona,Argentina;Italia,https://content.fantacalcio.it/web/campioncini/20/card/6957.png?v=341
5994,Ebosse,Enzo Ebosse,D,4,Verona,Camerun;Francia,https://content.fantacalcio.it/web/campioncini/20/card/5994.png?v=341
6992,Oyegoke,Daniel Oyegoke,D,2,Verona,Inghilterra;Nigeria,https://content.fantacalcio.it/web/campioncini/20/card/6992.png?v=341
6480,Tchatchoua,Jackson Tchatchoua,D,8,Verona,Belgio;Camerun,https://content.fantacalcio.it/web/campioncini/20/card/6480.png?v=341
6639,Frese,Martin Frese,D,3,Verona,Danimarca,https://content.fantacalcio.it/web/campioncini/20/card/6639.png?v=341
5540,Niasse,Cheikh Niasse,C,3,Verona,Francia;Senegal,https://content.fantacalcio.it/web/campioncini/20/card/5540.png?v=341
7028,Bernede,Antoine Bernede,C,4,Verona,Francia;Camerun,https://content.fantacalcio.it/web/campioncini/20/card/7028.png?v=341
7177,Santiago,Yellu Santiago,C,2,Verona,Spagna,https://content.fantacalcio.it/web/campioncini/20/card/7177.png?v=341
6458,Serdar,Suat Serdar,C,7,Verona,Germania;Turchia,https://content.fantacalcio.it/web/campioncini/20/card/6458.png?v=341
2117,Kastanos,Grigoris Kastanos,C,4,Verona,Cipro,https://content.fantacalcio.it/web/campioncini/20/card/2117.png?v=341
6618,Cissè A.,Alphadjo Cissè,C,1,Verona,Italia;Guinea,https://content.fantacalcio.it/web/campioncini/20/card/6618.png?v=341
5688,Harroui,Abdou Harroui,C,7,Verona,Olanda;Marocco,https://content.fantacalcio.it/web/campioncini/20/card/5688.png?v=341
6486,Suslov,Tomas Suslov,C,9,Verona,Slovacchia,https://content.fantacalcio.it/web/campioncini/20/card/6486.png?v=341
7162,Giovane,Giovane,A,3,Verona,Brasile,https://content.fantacalcio.it/web/campioncini/20/card/7162.png?v=341
6159,Sarr A.,Amin Sarr,A,8,Verona,Svezia;Senegal,https://content.fantacalcio.it/web/campioncini/20/card/6159.png?v=341
6630,Mosquera,Daniel Mosquera,A,6,Verona,Colombia,https://content.fantacalcio.it/web/campioncini/20/card/6630.png?v=341
6644,Rocha Livramento,Dailon Rocha Livramento,A,3,Verona,Capo Verde;Olanda,https://content.fantacalcio.it/web/campioncini/20/card/6644.png?v=341
6125,Vasquez D.,Devis Vasquez,P,1,Roma,Colombia,https://content.fantacalcio.it/web/campioncini/20/card/6125.png?v=341
5750,Ostigard,Ostigard Leo,D,5,Genoa,Norvegia,https://content.fantacalcio.it/web/campioncini/20/card/5750.png?v=341
7183,Aboukhlal,Zakaria Aboukhlal,A,9,Torino,Marocco;Olanda,https://content.fantacalcio.it/web/campioncini/20/card/7183.png?v=341
7185,Nunziante,Alessandro Nunziante,P,1,Udinese,Italia,https://content.fantacalcio.it/web/campioncini/20/card/7185.png?v=341
1976,Mazzitelli,Luca Mazzitelli,C,5,Cagliari,Italia,https://content.fantacalcio.it/web/campioncini/20/card/1976.png?v=341
6869,Ramon,Jacobo Ramon,D,5,Como,Spagna,https://content.fantacalcio.it/web/campioncini/20/card/6869.png?v=341
