ID,COGNOME,NOME_COMPLETO,RUOLO,VALORE,SQUADRA,NAZIONALITA
4436,Cambiaghi,Nicolò Cambiaghi,A,11,Bologna,Italia
6572,Castro S.,Santiago Castro,A,19,Bologna,Argentina
6643,Dallinga,Thijs Dallinga,A,10,Bologna,Olanda
785,Immobile,Ciro Immobile,A,19,Bologna,Italia
4360,Caprile,Elia Caprile,P,7,Cagliari,Italia
4929,Ciocci,Giuseppe Ciocci,P,1,Cagliari,Italia
3,Radunovic,Boris Radunovic,P,1,Cagliari,Serbia
393,Luperto,Sebastiano Luperto,D,9,Cagliari,Italia
4210,Mina,Yerry Mina,D,7,Cagliari,Colombia
6464,Wieteska,Mateusz Wieteska,D,1,Cagliari,Polonia
5701,Obert,Adam Obert,D,4,Cagliari,Slovacchia
6636,Veroli,Davide Veroli,D,1,Cagliari,Italia
4461,Zappa,Gabriele Zappa,D,6,Cagliari,Italia
5406,Di Pardo,Alessandro Di Pardo,D,2,Cagliari,Italia
7125,Idrissi R.,Riyad Idrissi,D,4,Cagliari,Italia;Marocco
4433,Zortea,Nadir Zortea,D,16,Bologna,Italia
4870,Adopo,Michel Adopo,C,5,Cagliari,Francia;Costa d''Avorio
1871,Deiola,Alessandro Deiola,C,5,Cagliari,Italia
7165,Liteta,Joseph Liteta,C,1,Cagliari,Zambia
6424,Prati,Matteo Prati,C,4,Cagliari,Italia
6252,Folorunsho,Michael Folorunsho,C,9,Cagliari,Italia;Nigeria
6640,Felici,Mattia Felici,C,6,Cagliari,Italia
4364,Gaetano,Gianluca Gaetano,C,9,Cagliari,Italia
5297,Luvumbo,Zito Luvumbo,A,12,Cagliari,Angola
6243,Borrelli,Gennaro Borrelli,A,5,Cagliari,Italia
247,Pavoletti,Leonardo Pavoletti,A,1,Cagliari,Italia
4359,Piccoli,Roberto Piccoli,A,17,Fiorentina,Italia
6966,Butez,Jean Butez,P,11,Como,Francia
2809,Vigorito,Mauro Vigorito,P,1,Como,Italia
6230,Dossena,Alberto Dossena,D,4,Como,Italia
418,Goldaniga,Edoardo Goldaniga,D,4,Como,Italia
6893,Kempf,Marc Oliver Kempf,D,5,Como,Germania
7014,Smolcic I.,Ivan Smolcic,D,3,Como,Croazia
6944,Jack,Fellipe Jack,D,2,Como,Brasile;Italia
6896,Van Der Brempt,Ignace Van der Brempt,D,4,Como,Belgio
4994,Vojvoda,Mergim Vojvoda,D,7,Como,Kosovo;Belgio
5435,Moreno Alb.,Alberto Moreno,D,3,Como,Spagna
6867,Valle,Alex Valle,D,7,Como,Spagna
6656,Braunoder,Matthias Braunoder,C,1,Como,Austria
6676,Engelhardt,Yannik Engelhardt,C,2,Como,Germania
6151,Perrone,Maximo Perrone,C,8,Como,Argentina
4284,Sergi Roberto,Sergi Roberto,C,4,Como,Spagna
5036,Caqueret,Maxence Caqueret,C,12,Como,Francia
5559,Da Cunha,Lucas Da Cunha,C,12,Como,Francia;Portogallo
4486,Strefezza,Gabriel Strefezza,C,14,Como,Brasile;Italia
2553,Alli,Dele Alli,C,1,Como,Inghilterra;Nigeria
7126,Baturina,Martin Baturina,C,9,Como,Croazia
6875,Paz N.,Nico Paz,C,21,Como,Argentina;Spagna
7127,Addai,Jayden Addai,A,7,Como,Olanda;Ghana
6967,Diao,Assane Diao,A,17,Como,Spagna;Senegal
7128,Kuhn,Nicolas Kuhn,A,14,Como,Germania
7129,Rodriguez Je.,Jesus Rodriguez,A,6,Como,Spagna
7027,Azon,Ivan Azon,A,1,Como,Spagna
2155,Cutrone,Patrick Cutrone,A,10,Como,Italia
7017,Douvikas,Anastasios Douvikas,A,9,Como,Grecia
6657,Gabrielloni,Alessandro Gabrielloni,A,1,Como,Italia
761,Audero,Emil Audero,P,6,Cremonese,Italia;Indonesia
6505,Nava,Lapo Nava,P,1,Cremonese,Italia
612,Bianchetti,Matteo Bianchetti,D,4,Cremonese,Italia
7130,Folino,Francesco Folino,D,4,Cremonese,Italia
5860,Ravanelli,Luca Ravanelli,D,2,Cremonese,Italia
1891,Ceccherini,Federico Ceccherini,D,4,Cremonese,Italia
7131,Floriani Mussolini,Romano Floriani Mussolini,D,5,Cremonese,Italia
6231,Azzi,Paulo Azzi,D,3,Cremonese,Brasile;Italia
770,Pezzella Giu.,Giuseppe Pezzella,D,6,Cremonese,Italia
5891,Quagliata,Giacomo Quagliata,D,1,Cremonese,Italia
6013,Barbieri,Tommaso Barbieri,D,3,Cremonese,Italia
2847,Sernicola,Leonardo Sernicola,D,1,Cremonese,Italia
5863,Castagnetti,Michele Castagnetti,C,3,Cremonese,Italia
7132,Collocolo,Michele Collocolo,C,8,Cremonese,Italia
27,Grassi,Alberto Grassi,C,4,Cremonese,Italia
5857,Pickel,Charles Pickel,C,2,Cremonese,Svizzera;Repubblica Democratica del Congo
2274,Valoti,Mattia Valoti,C,7,Cremonese,Italia
2842,Zanimacchia,Luca Zanimacchia,C,5,Cremonese,Italia
7133,Vandeputte,Jari Vandeputte,C,12,Cremonese,Belgio
449,Vazquez,Franco Vazquez,C,10,Cremonese,Italia;Spagna
5496,Johnsen,Dennis Johnsen,A,7,Cremonese,Norvegia
505,Bonazzoli,Federico Bonazzoli,A,4,Cremonese,Italia
5515,Okereke,David Okereke,A,5,Cremonese,Nigeria
5512,De Luca,Manuel De Luca,A,8,Cremonese,Italia
7134,Nasti,Marco Nasti,A,1,Cremonese,Italia
6403,Christensen O.,Oliver Christensen,P,1,Fiorentina,Danimarca
2521,De Gea,David De Gea,P,14,Fiorentina,Spagna
6184,Martinelli T.,Tommaso Martinelli,P,1,Fiorentina,Italia
6495,Comuzzo,Pietro Comuzzo,D,7,Fiorentina,Italia
4904,Marì,Pablo Marì,D,7,Fiorentina,Spagna
5603,Pongracic,Marin Pongracic,D,5,Fiorentina,Croazia;Germania
5718,Viti,Mattia Viti,D,4,Fiorentina,Italia
4378,Ranieri L.,Luca Ranieri,D,7,Fiorentina,Italia
5885,Dodò,Dodò,D,11,Fiorentina,Brasile
7069,Fortini,Niccolò Fortini,D,3,Fiorentina,Italia
2160,Gosens,Robin Gosens,D,18,Fiorentina,Germania;Olanda
5449,Parisi,Fabiano Parisi,D,5,Fiorentina,Italia
5516,Bianco,Alessandro Bianco,C,1,Fiorentina,Italia
1933,Mandragora,Rolando Mandragora,C,15,Fiorentina,Italia
6294,Ndour,Cher Ndour,C,2,Fiorentina,Italia;Senegal
6804,Richardson,Amir Richardson,C,4,Fiorentina,Marocco;Francia
4465,Fagioli,Nicolò Fagioli,C,8,Fiorentina,Italia
6010,Fazzini,Jacopo Fazzini,C,11,Fiorentina,Italia
5788,Sabiri,Abdelhamid Sabiri,C,2,Fiorentina,Germania;Maroccco
5800,Gudmundsson A.,Albert Gudmundsson,C,24,Fiorentina,Islanda
6409,Beltran L.,Lucas Beltran,A,7,Fiorentina,Argentina;Italia
647,Dzeko,Edin Dzeko,A,15,Fiorentina,Bosnia Erzegovina
2097,Kean,Moise Kean,A,32,Fiorentina,Italia;Costa d''Avorio
188,Leali,Nicola Leali,P,9,Genoa,Italia
6991,Siegrist,Benjamin Siegrist,P,1,Genoa,Svizzera
219,Sommariva,Daniele Sommariva,P,1,Genoa,Italia
6660,Marcandalli,Alessandro Marcandalli,D,4,Genoa,Italia;Nigeria
6977,Otoa,Sebastian Otoa,D,2,Genoa,Danimarca
5739,De Winter,Koni De Winter,D,8,Milan,Belgio
6245,Vogliacco,Alessandro Vogliacco,D,3,Genoa,Italia
5514,Vasquez,Johan Vasquez,D,9,Genoa,Messico
6814,Norton-Cuffy,Brooke Norton-Cuffy,D,3,Genoa,Inghilterra;Dominica
2593,Martin,Aaron Martin,D,10,Genoa,Spagna
791,Sabelli,Stefano Sabelli,D,5,Genoa,Italia
5791,Frendrup,Morten Frendrup,C,9,Genoa,Danimarca
6917,Masini,Patrizio Masini,C,5,Genoa,Italia
6020,Ellertsson,Mikael Egill Ellertsson,C,5,Genoa,Islanda
4970,Messias,Junior Messias,C,8,Genoa,Brasile
4427,Malinovskyi,Ruslan Malinovskyi,C,8,Genoa,Ucraina
7135,Stanciu,Nicolae Stanciu,C,8,Genoa,Romania
4404,Thorsby,Morten Thorsby,C,5,Genoa,Norvegia
6980,Venturino,Lorenzo Venturino,C,3,Genoa,Italia
6722,Gronbaek,Albert Gronbaek,C,12,Genoa,Danimarca
6106,Carboni V.,Valentin Carboni,C,11,Genoa,Argentina;Italia
6822,Ekhator,Jeff Ekhator,A,1,Genoa,Italia;Nigeria
5506,Ekuban,Caleb Ekuban,A,2,Genoa,Ghana;Italia
4923,Colombo,Lorenzo Colombo,A,11,Genoa,Italia
6164,Vitinha O.,Vitinha Carvalho Olivera,A,12,Genoa,Portogallo
1926,Di Gennaro,Raffaele Di Gennaro,P,1,Inter,Italia
5116,Martinez Jo.,Josep Martinez,P,2,Inter,Spagna
2428,Sommer,Yann Sommer,P,16,Inter,Svizzera
513,Acerbi,Francesco Acerbi,D,9,Inter,Italia
2120,Bastoni,Alessandro Bastoni,D,17,Inter,Italia
6217,Bisseck,Yann Bisseck,D,9,Inter,Germania;Camerun
322,De Vrij,Stefan De Vrij,D,9,Inter,Olanda
4177,Pavard,Benjamin Pavard,D,8,Inter,Francia
2525,Darmian,Matteo Darmian,D,4,Inter,Italia
5877,Carlos Augusto,Carlos Augusto,D,10,Inter,Brasile
254,Dimarco,Federico Dimarco,D,19,Inter,Italia
5513,Dumfries,Denzel Dumfries,D,20,Inter,Olanda;Aruba
5301,Luis Henrique,Luis Henrique,C,7,Inter,Brasile
5422,Zalewski,Nicola Zalewski,C,7,Atalanta,Polonia
5719,Asllani,Kristjan Asllani,C,4,Torino,Albania
2194,Calhanoglu,Hakan Calhanoglu,C,22,Inter,Turchia;Germania
1870,Barella,Nicolò Barella,C,14,Inter,Italia
7070,Sucic P.,Petar Sucic,C,10,Inter,Croazia;Bosnia Erzegovina
2529,Mkhitaryan,Henrikh Mkhitaryan,C,9,Inter,Armenia
2848,Frattesi,Davide Frattesi,C,14,Inter,Italia
152,Zielinski,Piotr Zielinski,C,4,Inter,Polonia
4463,Esposito Se.,Sebastiano Esposito,A,7,Cagliari,Italia
6669,Bonny,Ange-Yoan Bonny,A,7,Inter,Francia;Costa d''Avorio
7071,Esposito F.P.,Francesco Pio Esposito,A,7,Inter,Italia
2764,Martinez L.,Lautaro Martinez,A,35,Inter,Argentina
6628,Taremi,Mehdi Taremi,A,4,Inter,Iran
4871,Thuram,Marcus Thuram,A,31,Inter,Francia;Guadalupe
5876,Di Gregorio,Michele Di Gregorio,P,16,Juventus,Italia
218,Perin,Mattia Perin,P,1,Juventus,Italia
1930,Pinsoglio,Carlo Pinsoglio,P,1,Juventus,Italia
2788,Bremer,Gleison Bremer,D,13,Juventus,Brasile
5831,Gatti,Federico Gatti,D,8,Juventus,Italia
294,Rugani,Daniele Rugani,D,3,Juventus,Italia
4976,Kalulu,Pierre Kalulu,D,9,Juventus,Francia;Repubblica Democratica del Congo
6766,Kelly L.,Lloyd Kelly,D,7,Juventus,Inghilterra
6802,Savona,Nicolò Savona,D,3,Juventus,Italia
6039,Cabal,Juan Cabal,D,5,Juventus,Colombia
6803,Rouhi,Jonas Rouhi,D,1,Juventus,Svezia;Marocco
5520,Cambiaso,Andrea Cambiaso,D,14,Juventus,Italia
7175,Joao Mario,Joao Mario Neto Lopes,D,8,Juventus,Portogallo
4711,Kostic,Filip Kostic,C,4,Juventus,Serbia
4662,Weah,Timothy Weah,C,7,Juventus,Stati Uniti;Francia
827,Locatelli,Manuel Locatelli,C,12,Juventus,Italia
4973,McKennie,Weston McKennie,C,10,Juventus,Stati Uniti
5562,Thuram K.,Khephren Thuram,C,16,Juventus,Francia;Guadalupa
4911,Douglas Luiz,Douglas Luiz,C,3,Juventus,Brasile
5813,Miretti,Fabio Miretti,C,5,Juventus,Italia
5685,Koopmeiners,Teun Koopmeiners,C,14,Juventus,Olanda
6884,Conceicao,Francisco Conceicao,C,18,Juventus,Portogallo
4179,Gonzalez N.,Nicolas Ivan Gonzalez,A,12,Juventus,Argentina
